Date,MSFT,AAPL,NFLX,WFC,ABT,GOOG,AMZN,JNJ,GS
2010-02-09,21.87265968,6.054838657,8.875714302,19.8996315,17.92622185,267.2184143,118.0299988,45.51828384,130.3237305
2010-02-10,21.85704803,6.021814346,8.784285545,20.24979401,17.89598274,266.2271118,117.3600006,45.496521,131.2980194
2010-02-11,21.95856285,6.131376743,9.051428795,20.17528725,17.99007034,267.1984863,120.0899963,45.62708282,131.6569672
2010-02-12,21.81019402,6.184148788,9.025713921,20.02628899,18.1211071,265.5646057,119.6600037,45.48927307,131.5543518
2010-02-16,22.24168587,6.277353287,9.265714645,20.40625572,18.34287262,269.6393127,117.5299988,46.13476944,134.5200043
2010-02-17,22.42997742,6.251121044,9.215714455,20.36154938,18.39663887,268.1000977,116.3099976,46.40311813,134.4003601
2010-02-18,22.72810173,6.262847424,9.442856789,20.3690033,18.47055244,270.5957336,118.0800018,46.80202484,133.0927582
2010-02-19,22.5711937,6.223962307,9.521428108,20.39135551,18.27231789,269.3703308,117.5199966,46.63394165,133.4773407
2010-02-22,22.53980637,6.185385704,9.324285507,20.86816788,18.27903557,270.3865356,118.0100021,46.40007019,133.9303131
2010-02-23,22.2259922,6.08168745,9.192856789,20.33175468,18.13454437,266.5359497,117.2399979,46.26852036,133.9217682
2010-02-24,22.46135712,6.192791462,9.241428375,20.60741425,18.25551605,264.7426758,119.7200012,46.37083435,135.3148041
2010-02-25,22.43781853,6.234147072,9.372857094,20.44350243,18.18495178,262.2320862,118.1999969,46.2466011,133.6995697
2010-02-26,22.49273872,6.315006256,9.435714722,20.3690033,18.23871803,262.4164124,118.4000015,46.04197311,133.922226
2010-03-01,22.76733208,6.449872971,9.95714283,20.37645149,18.24207306,265.3504028,124.5400009,46.32699203,134.0849609
2010-03-02,22.32798958,6.445551872,9.85428524,20.76386833,18.33951759,269.5197754,125.5299988,46.36353683,135.9779816
2010-03-03,22.32798958,6.460365772,9.649999619,21.00973129,18.17151642,271.6418152,125.8899994,46.33430099,135.0957336
2010-03-04,22.46135712,6.502955437,9.715714455,21.18107986,18.17151642,276.2595215,128.5299988,46.4585495,140.1408234
2010-03-05,22.42997742,6.757259846,9.66428566,21.71749878,18.25215149,281.0515442,128.9100037,46.80202866,143.1987457
2010-03-08,22.46135712,6.76127243,9.811429024,21.52378654,18.28575134,280.1897888,130.1100006,46.91896057,145.4771729
2010-03-09,22.59472466,6.882866859,9.991428375,21.5908432,18.41343689,279.0490417,128.8200073,46.97011185,144.6291962
2010-03-10,22.72810173,6.9390378,10.18285751,22.03041267,18.49071884,287.1486816,130.5099945,46.98472977,147.2759552
2010-03-11,22.89285851,6.959406853,10.17000008,22.17196274,18.6620903,289.4849243,133.5800018,46.93357468,148.6207428
2010-03-12,22.96346474,6.993356228,9.997142792,22.07510948,18.31935692,288.6879272,131.8200073,46.90434647,149.8627319
2010-03-15,22.97915268,6.908175945,9.942856789,22.2688179,18.41343689,280.5384827,131.1300049,47.18938065,148.6378021
2010-03-16,23.04192352,6.927001476,10.09000015,22.55937767,18.37311935,281.5447083,131.7899933,47.16012955,150.9162445
2010-03-17,23.24588776,6.916819096,10.13142872,22.76053429,18.31263542,281.7240295,131.3399963,47.24783325,151.3017578
2010-03-18,23.23020554,6.933172703,10.07714272,22.56682777,18.06734276,282.1424561,132.7599945,47.54746628,151.9955139
2010-03-19,23.21450996,6.85910511,10.06428528,22.63387871,17.96318436,278.9544067,130.3500061,47.58401489,152.3809662
2010-03-22,23.22236061,6.9362607,10.41285706,22.65623283,18.10094833,277.7090759,130.4700012,47.57671738,150.8905792
2010-03-23,23.44203758,7.047673225,10.42285728,23.15539551,18.25887871,273.4749451,129.2599945,47.76671982,149.751358
2010-03-24,23.26158714,7.07884407,10.33857155,22.99149323,18.10094833,277.6243896,128.0399933,47.32090759,149.391571
2010-03-25,23.54402733,6.994897842,10.50571442,23.14050102,17.98333931,280.3890381,134.7299957,47.18938065,149.8112946
2010-03-26,23.26943588,7.126063347,10.61428547,23.25970078,17.7750206,280.2944031,135.0599976,47.05049896,148.072525
2010-03-29,23.21450996,7.172047138,10.55714321,23.17029762,17.84893799,280.1748352,135.1199951,47.37207794,149.0832977
2010-03-30,23.35573387,7.278829098,10.72285748,22.97659302,17.64397049,282.296875,136.5800018,47.43054199,146.7962341
2010-03-31,22.97915268,7.252595901,10.53428555,23.18519783,17.70109367,282.5011292,135.7700043,47.64978409,146.1538544
2010-04-01,22.87716293,7.282534122,10.71428585,23.37145615,17.79517746,283.3379822,131.8099976,48.06636429,145.8026428
2010-04-05,22.96346474,7.360303879,11.4271431,23.47575378,17.78509712,284.4388428,131.4900055,47.79595184,148.3208466
2010-04-06,23.00269508,7.392711163,11.90999985,24.04942894,17.75485802,283.0490723,135.5599976,47.73018265,148.0982513
2010-04-07,23.02622414,7.425426006,11.39000034,23.8333683,17.64060974,280.717804,134.8699951,47.66439056,151.0619202
2010-04-08,23.47341537,7.405362129,11.68999958,24.01217651,17.56669235,282.6854248,140.9600067,47.45246124,153.7514801
2010-04-09,23.80291748,7.462148666,11.77428532,24.06432343,17.71789551,282.0527954,140.0599976,47.60594177,153.4259338
2010-04-12,23.78722763,7.477582932,11.88285732,24.15373039,17.69773293,285.2956543,141.1999969,47.58401489,152.3295593
2010-04-13,23.88921356,7.481902122,12.34000015,23.9525795,17.87796783,292.2894287,140.1600037,48.00057983,153.5373535
2010-04-14,24.17950058,7.582512856,12.51000023,24.79444885,17.88822365,293.4002686,144.2799988,47.86172867,158.3939819
2010-04-15,24.2187233,7.682199478,12.40428543,24.96581078,17.90532112,296.5385132,145.8200073,47.87633514,157.837204
2010-04-16,24.06181908,7.635287285,12.18714333,24.25803185,17.87112236,274.0477905,142.1699982,47.51824188,137.6482391
2010-04-19,24.35209656,7.625102043,12.11428547,24.60074615,18.09339714,274.0228882,142.4299927,48.25636673,139.8924408
2010-04-20,24.60314751,7.54856348,12.43857098,25.09990501,18.14469719,276.4836731,144.1999969,48.22713852,137.0315552
2010-04-21,24.57960892,8.000078201,12.42571449,24.59329987,17.70698357,276.1150513,146.4299927,47.78865051,136.1322021
2010-04-22,24.62668419,8.223827362,14.3214283,25.01796913,17.48128891,272.5085754,150.0899963,47.34282303,136.2349396
2010-04-23,24.28933716,8.358383179,14.24714279,24.94345474,17.50865173,271.4774475,143.6300049,47.53285599,134.82164
2010-04-26,24.40701485,8.317339897,15.45285702,24.37724113,17.22481155,264.8273621,147.1100006,47.32822037,130.2219238
2010-04-27,24.20303726,8.087105751,14.58142853,23.63221741,17.01963615,263.5421753,142.0200043,46.97742081,131.0870209
2010-04-28,24.25009918,8.073527336,14.19857121,24.17608261,17.19061661,263.6069336,139.3500061,47.22590637,134.4876251
2010-04-29,24.32071114,8.290798187,14.73857117,24.75720787,17.35476112,265.0066833,141.7299957,47.51093292,137.2542725
2010-04-30,23.95982933,8.05779171,14.12857151,24.6678009,17.49496651,261.8684387,137.1000061,46.99203491,124.3716278
2010-05-03,24.21087837,8.220124245,14.56999969,25.24147034,17.39579582,264.3092957,137.4900055,47.74478912,128.0548248
2010-05-04,23.63816643,7.983410358,14.19428539,24.54114151,17.16326332,252.2395477,129.8300018,47.28437042,128.0120697
2010-05-05,23.41849518,7.900392056,14.03285694,24.36953163,17.14958191,253.9282074,130.9299927,47.60594177,126.9327621
2010-05-06,22.73595619,7.599795341,13.85285759,23.26521683,16.75632286,248.4039154,128.7100067,46.33430099,121.9048309
2010-05-07,22.13184547,7.279138088,13.01285744,22.99660301,16.66056824,245.6492462,124.9800034,46.26852036,122.4786911
2010-05-10,22.70456696,7.838670254,13.9285717,24.60084152,16.99228096,259.8510132,131.2899933,47.32090759,123.1981812
2010-05-11,22.6574955,7.916748047,14.26000023,24.55606842,16.89311409,253.5745392,130.4600067,47.26244354,121.6050415
2010-05-12,23.0968399,8.088651657,15.40428543,25.1156826,16.80761337,251.7513733,133.8699951,47.43054199,126.0847549
2010-05-13,22.93992615,7.973536491,15.71571445,24.68291855,16.62295341,254.4861298,131.4700012,47.26244354,123.9005814
2010-05-14,22.69671631,7.833423138,14.36571407,23.90690422,16.58533478,252.8173828,128.5299988,46.75086594,122.684288
2010-05-17,22.70456696,7.845766068,15.19285679,23.85467529,16.56139374,253.0365601,128.9100037,46.68508911,122.1788864
2010-05-18,22.53906822,7.78836298,14.5728569,22.82498169,16.4314518,248.2544861,126.2799988,46.02005005,117.6563034
2010-05-19,22.25535774,7.664298534,14.37285709,22.44444466,16.39383316,246.2918396,124.5899963,45.47193146,120.0032578
2010-05-20,21.36483002,7.337775707,13.56999969,21.40727997,15.89456272,236.618103,119.7099991,44.25144958,116.5770111
2010-05-21,21.15204239,7.478505611,14.21000004,22.46681976,16.05186844,235.143631,122.7200012,44.49262238,120.4486465
2010-05-24,20.70284462,7.615534782,14.51714325,21.42220116,16.26388931,237.6890869,122.1200027,44.26605225,117.0824051
2010-05-25,20.54522896,7.568008423,15,21.56397438,16.15104294,237.6442566,124.8600006,44.10528183,122.1103592
2010-05-26,19.70986557,7.53374958,14.97142887,20.92227745,16.13051987,236.8472443,123.2099991,43.60100937,120.1745605
2010-05-27,20.49006462,7.818916798,15.55142879,21.94451714,16.36989403,244.3142548,126.6999969,43.53463364,124.4680099
2010-05-28,20.33245087,7.927861214,15.87857151,21.40727997,16.26388931,241.9082642,125.4599991,42.99625778,123.8755112
2010-06-01,20.40337753,8.049765587,15.32714272,21.06404305,16.05186844,240.2843628,123.2399979,43.3355217,121.8146973
2010-06-02,20.85257912,8.146054268,15.82571411,21.77289581,16.23653412,245.7638245,126.3099976,44.05088043,124.3649979
2010-06-03,21.16780853,8.120438576,15.97857189,21.53412628,16.32202148,251.8559875,128.7599945,44.08039856,123.6866455
